,Pais,Genero,Edad,Antigüedad,FacturacionTotal,PuntuacionCrediticia,CantidadProductos,PoseeTarjetaCredito,MiembroActivo,SalarioEstimado,VelocidadServicio,Abandono
2563,Argentina,Masculino,49,10,0.0,680,2,Si,No,187008.45,2GB,No
2564,Brasil,Masculino,34,9,108513.25,751,2,Si,Si,27097.82,500Mb,Si
2565,Argentina,Femenino,71,1,104308.77,543,1,Si,Si,25650.04,500Mb,Si
2566,Chile,Femenino,25,8,130866.19,677,1,Si,No,42410.21,2GB,No
2567,Brasil,Masculino,39,3,119688.81,580,1,Si,No,137041.26,100GB,No
2568,Argentina,Masculino,28,8,191402.82,665,2,Si,No,83238.4,500Mb,Si
2569,Argentina,Masculino,20,8,0.0,659,2,No,No,112572.02,1GB,No
2570,Argentina,Masculino,42,2,16893.59,707,1,Si,Si,77502.56,100GB,No
2571,Chile,Femenino,49,2,0.0,649,1,Si,No,84863.85,100GB,Si
2572,Brasil,Masculino,68,2,100194.44,557,1,Si,Si,38596.34,500Mb,Si
2573,Argentina,Masculino,25,3,0.0,658,2,No,Si,173948.4,100GB,No
2574,Argentina,Masculino,36,2,165536.28,439,2,Si,Si,123956.83,500Mb,Si
2575,Chile,Masculino,57,7,0.0,706,1,Si,No,17941.16,2GB,Si
2576,Chile,Femenino,46,9,66582.81,749,1,Si,No,78753.12,1GB,Si
2577,Chile,Masculino,33,6,0.0,582,2,No,Si,72970.93,100GB,No
2578,Chile,Masculino,25,4,0.0,741,2,Si,Si,73873.65,1GB,No
2579,Chile,Masculino,34,7,132944.53,745,1,Si,Si,31802.92,500Mb,Si
2580,Argentina,Femenino,38,2,0.0,754,2,No,No,3524.69,1GB,No
2581,Brasil,Masculino,43,2,39043.29,711,2,Si,Si,175423.69,2GB,No
2582,Argentina,Masculino,35,4,143744.77,600,2,Si,No,104076.51,2GB,No
2583,Argentina,Masculino,37,7,74260.03,679,1,Si,No,194617.98,20GB,No
2584,Chile,Masculino,31,0,125175.58,564,1,Si,Si,72757.33,2GB,No
2585,Argentina,Femenino,72,3,0.0,714,1,Si,Si,86733.61,100GB,No
2586,Brasil,Masculino,37,7,143452.74,849,2,Si,Si,17294.12,20GB,No
2587,Chile,Femenino,32,3,0.0,681,2,Si,Si,59679.9,100GB,No
2588,Brasil,Femenino,53,4,124954.94,823,1,No,Si,131259.6,500Mb,Si
2589,Argentina,Masculino,36,2,70181.48,593,2,Si,No,80608.12,500Mb,Si
2590,Argentina,Femenino,33,7,127837.54,457,1,No,Si,60013.17,500Mb,Si
2591,Chile,Masculino,35,2,104832.49,666,1,Si,No,175015.12,100GB,No
2592,Brasil,Masculino,31,2,134237.07,507,1,Si,Si,166423.66,2GB,Si
2593,Brasil,Femenino,30,0,110148.49,588,1,Si,No,5790.9,2GB,Si
2594,Brasil,Femenino,38,2,102741.15,850,2,No,Si,23974.85,100GB,No
2595,Brasil,Femenino,46,10,110031.09,639,2,Si,Si,133995.59,1GB,No
2596,Brasil,Masculino,31,6,157791.07,733,2,No,No,177994.81,1GB,No
2597,Argentina,Masculino,44,5,0.0,629,4,No,No,117572.59,500Mb,Si
2598,Brasil,Masculino,32,5,88348.43,706,2,Si,Si,104181.78,1GB,No
2599,Argentina,Femenino,47,1,115414.19,731,3,No,No,191734.67,2GB,Si
2600,Argentina,Femenino,27,4,0.0,666,2,No,No,88751.45,2GB,No
2601,Brasil,Masculino,33,2,161814.64,689,2,Si,No,169381.9,500Mb,Si
2602,Argentina,Masculino,30,4,140916.81,543,1,Si,No,157711.18,500Mb,Si
2603,Argentina,Masculino,36,8,178111.82,693,1,No,No,58719.63,100GB,Si
2604,Argentina,Femenino,25,8,126442.59,696,1,Si,No,121904.44,20GB,No
2605,Argentina,Masculino,66,2,0.0,569,1,Si,No,130784.2,500Mb,Si
2606,Argentina,Femenino,23,2,0.0,763,2,Si,No,153983.99,2GB,No
2607,Argentina,Masculino,66,8,0.0,748,1,Si,Si,163331.65,2GB,No
2608,Brasil,Femenino,44,2,79064.85,635,2,No,Si,113291.75,20GB,No
2609,Argentina,Femenino,36,4,0.0,438,2,Si,No,64420.5,500Mb,Si
2610,Brasil,Femenino,40,6,137326.65,684,1,Si,No,186976.6,20GB,No
2611,Chile,Femenino,36,5,174180.39,684,1,Si,No,119830.08,2GB,No
2612,Argentina,Femenino,29,2,104982.57,516,1,Si,No,157378.5,500Mb,Si
2613,Argentina,Masculino,36,7,126195.81,732,1,Si,Si,133172.48,2GB,No
2614,Argentina,Masculino,41,6,153238.88,422,1,Si,No,11663.09,500Mb,Si
2615,Argentina,Femenino,52,9,0.0,556,1,Si,No,175149.2,2GB,Si
2616,Argentina,Femenino,63,2,126473.33,612,1,No,Si,147545.65,20GB,No
2617,Chile,Masculino,36,3,112029.83,772,1,Si,Si,186948.35,100GB,No
2618,Brasil,Masculino,52,10,107304.39,698,3,Si,No,28806.32,500Mb,Si
2619,Argentina,Masculino,41,5,0.0,484,1,Si,Si,74267.35,20GB,No
2620,Chile,Masculino,27,10,0.0,712,1,Si,No,94544.88,20GB,No
2621,Brasil,Masculino,24,8,103097.85,634,1,Si,Si,157577.29,1GB,No
2622,Argentina,Femenino,38,6,68065.8,675,1,No,No,138777.0,2GB,Si
2623,Brasil,Masculino,32,1,149814.54,586,1,Si,No,31830.06,20GB,No
2624,Chile,Masculino,43,2,85162.26,597,1,No,Si,5104.08,20GB,Si
2625,Brasil,Masculino,33,7,135310.41,648,2,No,Si,171668.2,1GB,No
2626,Argentina,Femenino,35,2,0.0,767,2,No,No,144251.38,2GB,No
2627,Chile,Femenino,40,4,0.0,748,2,Si,No,132368.47,2GB,No
2628,Brasil,Femenino,50,4,112650.89,669,1,No,No,166386.22,2GB,Si
2629,Argentina,Masculino,33,9,0.0,597,2,Si,No,49374.82,2GB,No
2630,Chile,Masculino,52,8,121161.57,625,1,Si,No,48988.28,20GB,No
2631,Argentina,Masculino,27,1,125547.53,692,1,No,No,7900.46,500Mb,Si
2632,Argentina,Masculino,35,2,132164.26,606,1,No,Si,164815.59,100GB,No
2633,Argentina,Masculino,50,3,0.0,702,2,No,No,94949.84,2GB,No
2634,Chile,Femenino,40,1,0.0,577,2,Si,Si,108787.0,100GB,No
2635,Brasil,Masculino,45,6,142084.04,692,4,Si,No,188305.85,1GB,Si
2636,Argentina,Masculino,60,2,116563.58,684,1,Si,No,120257.7,100GB,Si
2637,Argentina,Masculino,37,9,124969.13,555,1,Si,No,60194.05,2GB,No
2638,Brasil,Masculino,41,2,127913.71,581,2,Si,Si,44205.95,2GB,No
2639,Brasil,Masculino,43,4,80442.06,533,2,No,Si,12537.42,20GB,No
2640,Chile,Masculino,28,4,0.0,578,2,No,No,6947.09,100GB,No
2641,Brasil,Masculino,32,2,98986.28,548,1,Si,Si,55867.38,1GB,No
2642,Chile,Masculino,40,6,156111.08,490,1,No,No,190889.13,500Mb,Si
2643,Chile,Masculino,33,8,0.0,732,1,Si,No,119882.7,2GB,No
2644,Brasil,Masculino,42,7,162318.61,696,1,Si,No,121061.89,1GB,No
2645,Argentina,Femenino,33,4,152805.05,585,1,Si,No,63239.65,100GB,No
2646,Brasil,Femenino,37,8,149000.91,678,2,Si,Si,21472.42,1GB,No
2647,Argentina,Femenino,50,9,126547.8,765,1,Si,Si,79579.94,100GB,Si
2648,Brasil,Masculino,41,2,152102.18,466,2,Si,No,181879.56,2GB,No
2649,Argentina,Masculino,46,7,135369.71,565,1,No,Si,140130.22,2GB,No
2650,Chile,Masculino,24,3,0.0,497,2,Si,No,76390.01,100GB,No
2651,Argentina,Femenino,44,6,155114.9,716,1,No,No,133871.83,20GB,No
2652,Argentina,Femenino,36,3,141334.95,768,1,No,Si,125870.5,500Mb,Si
2653,Brasil,Masculino,42,7,115930.87,663,1,Si,No,19862.78,2GB,No
2654,Argentina,Femenino,22,8,0.0,519,1,No,Si,167553.06,100GB,No
2655,Argentina,Masculino,30,5,0.0,566,1,Si,No,54926.51,2GB,Si
2656,Argentina,Masculino,24,9,135125.28,583,1,No,No,89801.9,1GB,No
2657,Brasil,Femenino,68,3,110357.0,723,1,No,No,141977.54,20GB,Si
2658,Argentina,Femenino,30,3,0.0,445,2,Si,Si,127939.19,2GB,No
2659,Argentina,Masculino,47,2,0.0,550,2,Si,Si,97057.28,500Mb,Si
2660,Argentina,Masculino,37,4,0.0,476,1,Si,Si,55775.84,500Mb,Si
2661,Chile,Femenino,43,1,103960.38,730,1,Si,Si,193650.16,20GB,No
2662,Chile,Masculino,37,6,0.0,790,2,Si,Si,119484.01,100GB,No
2663,Brasil,Masculino,31,5,133299.67,405,2,Si,Si,72950.14,1GB,No
2664,Brasil,Femenino,31,1,130089.56,850,2,Si,Si,4466.21,100GB,No
2665,Brasil,Masculino,43,1,95556.31,514,1,No,Si,199273.98,20GB,Si
2666,Brasil,Masculino,42,9,181627.14,468,2,Si,No,172668.39,2GB,No
2667,Argentina,Masculino,31,8,0.0,850,2,Si,No,178667.7,2GB,No
2668,Argentina,Masculino,34,1,124619.33,675,2,No,Si,163667.56,500Mb,Si
2669,Brasil,Femenino,41,8,123151.51,463,2,Si,No,70127.93,500Mb,Si
2670,Chile,Masculino,42,10,0.0,633,1,No,Si,79408.17,20GB,No
2671,Brasil,Masculino,33,8,152143.89,628,1,Si,Si,32174.03,1GB,No
2672,Argentina,Masculino,28,0,88963.31,537,2,Si,Si,189839.93,100GB,No
2673,Argentina,Masculino,46,2,0.0,603,2,Si,Si,59563.49,500Mb,Si
2674,Chile,Femenino,72,2,0.0,814,2,No,Si,130853.03,1GB,No
2675,Brasil,Femenino,62,7,133201.17,528,1,No,No,168507.68,2GB,Si
2676,Argentina,Masculino,33,5,157274.36,663,2,Si,Si,28531.81,100GB,No
2677,Chile,Femenino,23,3,146584.19,796,2,No,No,125445.8,500Mb,Si
2678,Argentina,Masculino,34,7,0.0,417,2,Si,No,55003.79,20GB,No
2679,Brasil,Masculino,41,3,126550.7,632,1,No,No,177644.52,500Mb,Si
2680,Brasil,Femenino,41,4,133432.59,651,1,No,Si,151303.48,500Mb,Si
2681,Chile,Masculino,30,8,134152.29,726,1,Si,Si,147822.44,20GB,No
2682,Argentina,Masculino,38,3,134006.77,493,1,Si,No,89578.32,1GB,No
2683,Brasil,Femenino,24,7,40224.7,651,1,Si,Si,178341.33,1GB,No
2684,Brasil,Masculino,25,6,82506.72,571,2,Si,No,167705.07,20GB,No
2685,Brasil,Masculino,49,6,132623.76,588,3,Si,No,36292.94,500Mb,Si
2686,Argentina,Masculino,41,1,131762.94,638,1,Si,Si,47675.29,1GB,No
2687,Chile,Masculino,35,8,0.0,595,1,Si,No,100015.79,100GB,Si
2688,Argentina,Masculino,38,5,0.0,520,2,Si,No,163185.76,20GB,No
2689,Chile,Masculino,36,10,0.0,585,2,Si,Si,180318.6,1GB,No
2690,Chile,Femenino,42,8,91611.12,603,1,No,No,144675.3,100GB,Si
2691,Argentina,Femenino,30,9,0.0,736,2,Si,No,34180.33,1GB,No
2692,Chile,Femenino,34,7,70731.07,521,1,Si,Si,20243.97,2GB,Si
2693,Argentina,Masculino,45,2,106376.85,671,1,No,Si,158264.62,2GB,No
2694,Argentina,Femenino,48,4,0.0,619,1,No,No,18094.96,1GB,Si
2695,Chile,Femenino,29,7,93617.07,687,1,No,Si,113050.92,1GB,No
2696,Argentina,Masculino,30,10,129755.99,495,1,No,No,172749.65,1GB,No
2697,Chile,Femenino,31,2,101675.22,470,2,Si,No,45033.75,20GB,No
2698,Argentina,Masculino,28,10,79562.98,651,1,Si,Si,74687.37,20GB,No
2699,Argentina,Masculino,54,9,0.0,737,1,Si,No,83470.4,500Mb,Si
2700,Argentina,Femenino,33,3,0.0,791,1,Si,Si,144413.92,20GB,Si
2701,Argentina,Masculino,42,1,146766.72,635,2,No,Si,164357.1,2GB,No
2702,Argentina,Femenino,30,8,85859.76,608,1,No,No,142730.27,500Mb,Si
2703,Brasil,Femenino,37,3,103457.76,829,1,No,No,1114.12,100GB,No
2704,Argentina,Masculino,37,6,0.0,754,1,Si,Si,116141.72,500Mb,Si
2705,Argentina,Masculino,26,7,0.0,545,2,No,Si,156598.23,2GB,No
2706,Chile,Masculino,39,2,122773.5,538,2,Si,Si,58467.08,20GB,No
2707,Argentina,Masculino,41,4,0.0,773,2,Si,Si,24924.92,20GB,No
2708,Chile,Femenino,19,6,0.0,762,2,Si,No,55500.17,20GB,No
2709,Argentina,Masculino,50,4,149713.61,669,3,Si,Si,124872.42,1GB,Si
2710,Argentina,Femenino,51,1,124662.54,562,1,Si,Si,65390.46,500Mb,Si
2711,Argentina,Femenino,29,9,0.0,695,2,Si,No,111565.45,500Mb,Si
2712,Argentina,Femenino,29,7,178171.04,776,2,Si,Si,115818.51,500Mb,Si
2713,Brasil,Masculino,30,0,127760.07,365,1,Si,No,81537.85,20GB,Si
2714,Chile,Femenino,40,5,139129.44,559,1,No,Si,32635.54,1GB,No
2715,Brasil,Femenino,38,3,158373.23,787,1,Si,Si,28228.35,100GB,No
2716,Argentina,Masculino,28,7,120911.75,757,2,Si,Si,131249.46,20GB,No
2717,Chile,Femenino,41,5,0.0,773,1,Si,No,28266.9,2GB,Si
2718,Chile,Femenino,31,2,121691.54,785,2,No,No,81778.72,2GB,No
2719,Argentina,Femenino,34,7,0.0,604,2,Si,No,193021.49,2GB,No
2720,Chile,Femenino,24,3,0.0,688,2,Si,Si,102195.16,100GB,No
2721,Argentina,Masculino,36,8,158351.02,523,2,Si,No,155304.53,1GB,No
2722,Argentina,Femenino,51,3,99286.98,762,1,No,Si,85578.63,20GB,No
2723,Argentina,Masculino,39,6,0.0,475,1,Si,Si,56999.9,100GB,Si
2724,Brasil,Masculino,44,3,163714.52,481,1,Si,No,96123.72,1GB,No
2725,Chile,Masculino,61,1,152968.73,650,1,No,Si,82970.69,500Mb,Si
2726,Chile,Masculino,37,3,0.0,543,2,Si,Si,78915.68,2GB,No
2727,Argentina,Masculino,32,0,0.0,648,1,No,Si,117323.31,100GB,No
2728,Argentina,Femenino,31,2,79589.43,666,1,No,No,4050.57,2GB,No
2729,Argentina,Masculino,57,1,0.0,467,2,Si,Si,114448.77,100GB,No
2730,Chile,Masculino,40,2,123177.01,454,1,Si,No,148309.98,20GB,No
2731,Argentina,Femenino,21,1,178718.19,735,2,Si,No,22388.0,500Mb,Si
2732,Argentina,Masculino,44,1,0.0,544,2,No,No,69244.24,500Mb,Si
2733,Argentina,Masculino,36,9,129829.59,579,1,Si,Si,60906.12,500Mb,Si
2734,Chile,Masculino,35,5,0.0,529,2,Si,Si,187288.5,1GB,No
2735,Chile,Masculino,29,10,0.0,590,1,Si,Si,51907.72,500Mb,Si
2736,Brasil,Femenino,33,4,127076.68,667,2,Si,No,69011.66,1GB,No
2737,Argentina,Masculino,39,10,0.0,666,2,Si,No,102999.33,20GB,No
2738,Brasil,Femenino,39,3,160761.41,754,1,Si,Si,24156.03,1GB,No
2739,Argentina,Masculino,29,2,0.0,738,2,Si,Si,170421.13,500Mb,Si
2740,Argentina,Masculino,31,0,0.0,630,2,Si,Si,34475.14,100GB,No
2741,Chile,Masculino,62,7,121286.27,587,1,No,Si,6776.92,20GB,No
2742,Argentina,Masculino,47,1,0.0,479,1,Si,No,95270.83,2GB,No
2743,Chile,Masculino,34,6,83264.28,685,1,No,No,9663.28,20GB,No
2744,Argentina,Masculino,39,10,0.0,587,2,Si,Si,170409.45,100GB,No
2745,Argentina,Masculino,25,2,135903.33,773,1,Si,No,73656.38,500Mb,Si
2746,Brasil,Femenino,37,6,167864.4,668,1,Si,No,115638.29,1GB,No
2747,Argentina,Femenino,43,1,0.0,660,1,No,Si,112026.1,500Mb,Si
2748,Chile,Femenino,37,9,83061.26,621,2,Si,No,9170.54,2GB,No
2749,Argentina,Femenino,33,4,0.0,605,2,No,Si,83700.66,100GB,No
2750,Argentina,Masculino,36,4,129440.3,610,2,Si,No,102638.35,1GB,No
2751,Brasil,Femenino,34,3,129668.43,850,2,Si,Si,88743.99,20GB,No
2752,Brasil,Masculino,36,3,128960.21,599,2,Si,Si,40318.33,1GB,No
2753,Brasil,Masculino,43,5,78992.75,635,2,No,No,153265.31,100GB,No
2754,Chile,Femenino,30,8,0.0,668,2,Si,No,138465.7,20GB,No
2755,Chile,Femenino,37,2,113817.06,750,1,No,No,88333.74,2GB,No
2756,Brasil,Masculino,37,9,145018.64,556,2,Si,No,90928.02,500Mb,Si
2757,Argentina,Masculino,44,3,0.0,613,2,No,Si,136491.72,100GB,No
2758,Brasil,Masculino,56,1,112414.81,698,2,No,No,93982.02,2GB,Si
2759,Chile,Femenino,31,2,88161.85,631,2,Si,No,127630.88,500Mb,Si
2760,Argentina,Femenino,41,6,0.0,788,1,Si,Si,25571.37,100GB,No
2761,Chile,Femenino,54,0,83102.72,682,2,Si,Si,54132.93,1GB,No
2762,Argentina,Masculino,37,9,149405.18,691,1,Si,Si,146411.6,100GB,No
2763,Chile,Femenino,28,2,0.0,736,2,Si,Si,117431.1,500Mb,Si
2764,Chile,Masculino,50,5,0.0,516,1,No,Si,146145.93,1GB,Si
2765,Chile,Femenino,30,1,124037.28,744,1,Si,Si,142210.94,1GB,No
2766,Argentina,Masculino,38,3,99844.68,553,1,No,No,187915.7,500Mb,Si
2767,Brasil,Femenino,62,7,142724.48,766,1,No,Si,5893.23,1GB,Si
2768,Brasil,Femenino,46,0,89087.89,817,1,No,Si,87941.85,2GB,Si
2769,Chile,Femenino,26,8,109958.15,647,1,Si,Si,136592.24,20GB,Si
2770,Brasil,Masculino,40,1,147856.82,613,3,No,No,107961.11,1GB,Si
2771,Argentina,Masculino,23,2,0.0,712,2,No,Si,66795.78,100GB,No
2772,Chile,Masculino,39,6,120193.42,674,1,No,No,100130.95,100GB,No
2773,Argentina,Masculino,77,6,80926.02,639,2,Si,Si,55829.25,500Mb,Si
2774,Brasil,Femenino,28,3,62717.84,766,2,Si,Si,13182.43,2GB,No
2775,Argentina,Femenino,66,9,116037.76,640,1,No,Si,184636.05,100GB,No
2776,Argentina,Masculino,51,4,40685.92,614,1,Si,Si,46775.28,20GB,No
2777,Argentina,Femenino,49,2,0.0,818,1,No,Si,192298.84,2GB,Si
2778,Brasil,Femenino,69,5,86038.21,610,3,No,No,192743.06,20GB,Si
2779,Chile,Femenino,29,1,0.0,850,2,Si,Si,197996.65,20GB,No
2780,Brasil,Masculino,51,4,126725.25,780,1,Si,No,195259.31,500Mb,Si
2781,Brasil,Masculino,57,2,101134.87,754,2,Si,Si,70954.41,100GB,No
2782,Argentina,Femenino,55,9,110123.59,745,1,No,Si,51548.14,2GB,Si
2783,Argentina,Masculino,42,2,0.0,567,2,Si,Si,167984.61,2GB,No
2784,Argentina,Masculino,32,10,0.0,602,2,Si,Si,116052.92,1GB,No
2785,Argentina,Femenino,46,3,98202.76,601,1,No,No,137763.93,500Mb,Si
2786,Brasil,Masculino,36,1,65349.71,757,1,No,No,64539.64,500Mb,Si
2787,Brasil,Masculino,41,8,120586.54,521,1,No,Si,20491.15,2GB,No
2788,Chile,Masculino,36,10,0.0,690,2,Si,No,55902.93,100GB,No
2789,Chile,Femenino,36,7,115617.24,617,1,Si,Si,71519.4,1GB,No
2790,Argentina,Femenino,51,2,105229.53,643,1,Si,No,34967.75,500Mb,Si
2791,Argentina,Masculino,32,7,127785.17,704,4,No,No,184464.7,1GB,Si
2792,Argentina,Masculino,30,7,77599.23,743,1,No,No,144407.1,2GB,No
2793,Argentina,Femenino,60,10,117738.81,678,1,Si,No,147489.76,100GB,Si
2794,Brasil,Femenino,39,8,105103.33,607,1,Si,No,104721.5,20GB,Si
2795,Brasil,Femenino,40,2,122295.17,740,2,Si,Si,30812.84,500Mb,Si
2796,Brasil,Femenino,42,2,118889.66,732,2,No,No,87422.15,100GB,No
2797,Brasil,Masculino,41,6,149049.92,756,1,No,Si,50422.36,1GB,Si
2798,Argentina,Femenino,34,0,185734.75,726,1,Si,Si,102036.82,500Mb,Si
2799,Argentina,Masculino,35,6,161613.94,584,2,Si,Si,148238.16,500Mb,Si
2800,Argentina,Masculino,24,6,147360.0,591,1,Si,Si,25310.82,20GB,No
2801,Argentina,Femenino,24,0,148298.59,677,2,No,No,182913.95,1GB,No
2802,Brasil,Femenino,32,2,146810.99,631,2,Si,Si,180990.29,100GB,No
2803,Brasil,Masculino,41,10,134318.21,687,2,Si,Si,198064.52,500Mb,Si
2804,Brasil,Masculino,35,8,138782.76,523,1,Si,Si,186118.93,2GB,No
2805,Brasil,Femenino,48,10,138311.76,722,1,Si,Si,3472.63,100GB,Si
2806,Brasil,Femenino,40,2,75470.23,779,1,Si,Si,52894.01,500Mb,Si
2807,Argentina,Masculino,34,8,106486.66,660,2,No,Si,182262.66,1GB,No
2808,Brasil,Femenino,29,8,104944.1,633,1,Si,Si,97684.46,2GB,No
2809,Brasil,Femenino,28,6,124923.35,706,2,Si,Si,50299.14,500Mb,Si
2810,Argentina,Masculino,37,1,142663.46,600,1,No,Si,88669.89,1GB,No
2811,Argentina,Masculino,44,0,0.0,607,2,Si,Si,81140.09,100GB,No
2812,Chile,Femenino,43,4,170172.9,581,1,No,Si,100236.02,100GB,No
2813,Chile,Femenino,27,6,0.0,600,2,Si,Si,172031.22,20GB,No
2814,Brasil,Masculino,35,5,121863.61,587,1,Si,Si,23481.69,2GB,Si
2815,Argentina,Masculino,39,2,109724.38,699,1,Si,Si,180022.39,2GB,No
2816,Argentina,Masculino,37,1,0.0,777,1,Si,Si,126837.72,2GB,No
2817,Brasil,Femenino,58,9,125801.03,434,2,Si,No,60891.8,20GB,Si
2818,Chile,Masculino,41,7,0.0,785,2,Si,Si,199108.88,100GB,No
2819,Brasil,Masculino,44,2,117028.6,663,2,No,Si,144680.18,20GB,No
2820,Argentina,Masculino,37,10,0.0,502,1,Si,Si,76642.68,100GB,No
2821,Brasil,Masculino,42,8,119839.69,850,1,No,Si,51016.02,2GB,Si
2822,Argentina,Masculino,26,4,0.0,584,2,Si,No,147600.54,500Mb,Si
2823,Argentina,Femenino,44,5,95671.75,584,2,Si,Si,106564.88,100GB,No
2824,Brasil,Masculino,44,7,114203.47,608,1,Si,Si,77830.36,20GB,Si
2825,Chile,Masculino,42,9,121490.05,620,1,Si,Si,29296.74,20GB,No
2826,Argentina,Masculino,33,9,0.0,661,2,Si,Si,84174.81,20GB,No
2827,Chile,Masculino,40,5,0.0,802,2,Si,Si,175043.69,100GB,No
2828,Chile,Femenino,30,0,83319.28,733,1,No,No,57769.2,20GB,No
2829,Brasil,Femenino,21,2,87096.82,594,2,Si,No,168186.11,500Mb,Si
2830,Argentina,Masculino,25,3,113736.27,705,1,No,Si,196864.61,100GB,No
2831,Brasil,Femenino,33,0,122325.58,786,1,No,No,34712.34,1GB,Si
2832,Argentina,Femenino,46,6,0.0,643,2,No,No,106781.59,20GB,No
2833,Brasil,Femenino,46,3,115074.02,822,2,Si,No,26249.86,1GB,No
2834,Chile,Femenino,43,1,110646.54,774,1,No,No,108804.28,2GB,No
2835,Argentina,Masculino,34,8,105302.66,634,1,Si,Si,123164.97,2GB,No
2836,Argentina,Masculino,28,10,0.0,584,2,Si,No,19834.32,500Mb,Si
2837,Chile,Masculino,39,1,0.0,540,1,No,Si,108419.41,500Mb,Si
2838,Chile,Femenino,38,3,134168.5,684,3,Si,No,3966.5,20GB,Si
2839,Argentina,Masculino,44,3,0.0,531,2,Si,Si,34416.79,1GB,No
2840,Argentina,Femenino,48,0,57098.96,781,1,Si,No,85644.06,1GB,Si
2841,Chile,Masculino,34,5,139393.19,639,2,No,No,33950.08,20GB,No
2842,Chile,Femenino,42,6,75302.85,531,2,No,No,57034.35,100GB,No
2843,Argentina,Masculino,49,9,159458.53,695,1,Si,No,135841.35,100GB,No
2844,Argentina,Femenino,36,6,112518.71,652,2,No,Si,110421.31,20GB,No
2845,Argentina,Femenino,24,3,0.0,603,1,Si,Si,198826.03,500Mb,Si
2846,Brasil,Femenino,26,10,72835.56,583,2,Si,No,96792.15,100GB,No
2847,Argentina,Femenino,43,1,160474.59,669,1,Si,Si,95963.14,100GB,No
2848,Brasil,Femenino,30,0,157989.21,525,2,Si,Si,100687.67,2GB,No
2849,Brasil,Masculino,45,1,123949.75,669,1,No,No,110881.56,100GB,No
2850,Brasil,Masculino,35,8,110067.71,651,1,Si,No,127678.95,2GB,Si
2851,Brasil,Femenino,19,8,108711.57,741,2,Si,No,24857.25,20GB,No
2852,Argentina,Femenino,41,6,0.0,512,1,Si,Si,100507.81,20GB,No
2853,Brasil,Femenino,30,7,123040.38,734,1,Si,Si,76503.06,2GB,No
2854,Argentina,Masculino,33,6,88294.6,670,1,Si,No,66979.06,1GB,No
2855,Argentina,Masculino,36,8,0.0,583,2,No,Si,5571.59,20GB,No
2856,Argentina,Femenino,43,3,0.0,850,2,No,No,2465.8,2GB,No
2857,Argentina,Masculino,32,9,147493.89,529,1,Si,No,33656.35,500Mb,Si
2858,Brasil,Masculino,31,2,112708.2,562,1,No,Si,186370.3,20GB,No
2859,Chile,Masculino,64,3,45752.78,720,2,Si,No,79623.28,20GB,Si
2860,Argentina,Femenino,26,5,101641.14,756,2,No,Si,154460.68,1GB,No
2861,Chile,Masculino,32,5,163340.12,633,2,Si,Si,74415.2,1GB,No
2862,Argentina,Masculino,40,4,150578.0,633,1,No,Si,34670.62,1GB,Si
2863,Chile,Femenino,23,9,143054.85,850,1,No,Si,62980.96,20GB,No
2864,Argentina,Masculino,37,5,0.0,561,2,Si,No,83093.25,20GB,No
2865,Chile,Femenino,49,2,0.0,599,2,Si,No,111190.53,2GB,No
2866,Argentina,Femenino,44,8,96418.09,669,1,No,No,131609.48,500Mb,Si
2867,Chile,Femenino,39,5,162390.52,603,2,Si,No,54702.66,500Mb,Si
2868,Brasil,Masculino,37,7,102708.77,765,1,Si,No,9087.81,500Mb,Si
2869,Brasil,Masculino,35,5,111578.18,688,1,No,No,166165.93,100GB,Si
2870,Brasil,Femenino,43,0,118994.84,708,1,Si,No,181499.77,2GB,Si
2871,Argentina,Masculino,41,4,108128.52,434,1,No,Si,56784.11,1GB,No
2872,Argentina,Masculino,45,1,129855.32,725,1,No,No,24218.65,2GB,No
2873,Argentina,Masculino,26,9,162923.85,648,1,Si,No,98368.24,1GB,No
2874,Argentina,Femenino,30,9,135422.31,605,1,No,Si,186418.85,20GB,No
2875,Argentina,Masculino,28,8,0.0,546,1,Si,No,159254.29,1GB,No
2876,Chile,Femenino,54,2,0.0,639,2,Si,Si,53843.71,2GB,No
2877,Brasil,Femenino,44,0,84745.03,671,2,No,Si,34673.98,100GB,No
2878,Argentina,Masculino,41,3,0.0,660,2,Si,Si,108665.89,2GB,No
2879,Argentina,Masculino,34,9,0.0,672,2,Si,No,161800.77,500Mb,Si
2880,Argentina,Masculino,44,3,115282.3,682,1,No,No,23766.4,1GB,No
2881,Argentina,Masculino,42,2,99095.73,723,1,Si,Si,17512.53,2GB,No
2882,Brasil,Masculino,41,4,72252.64,705,2,Si,Si,142514.66,100GB,No
2883,Brasil,Femenino,34,4,89437.03,676,1,Si,Si,189540.95,1GB,No
2884,Argentina,Masculino,36,1,0.0,587,2,No,Si,17135.6,1GB,No
2885,Argentina,Masculino,57,1,0.0,664,2,Si,Si,56562.57,100GB,No
2886,Chile,Masculino,32,4,0.0,596,2,No,Si,146504.35,2GB,No
2887,Argentina,Masculino,29,8,0.0,769,2,Si,Si,172290.61,500Mb,Si
2888,Chile,Femenino,33,7,123870.07,701,1,Si,No,97794.71,2GB,No
2889,Argentina,Femenino,27,3,0.0,553,2,No,No,159800.16,100GB,No
2890,Chile,Femenino,32,6,0.0,524,1,Si,Si,132861.9,20GB,Si
2891,Argentina,Masculino,45,6,148071.39,684,1,Si,No,183575.01,100GB,No
